@RELATION knn_Kennedy_UBM_all
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE class {test_set_616_clips}

@DATA
0.025806,0.010799,3.044757,0.115702,0.168236,0.145160,0.011888,0.027902,-29.984043,2.698108,0.075851,-0.014650,-0.017307,0.220451,0.011601,0.295108,0.001514,0.093078,-0.111513,-0.020040,-0.036860,0.009554,0.005328,0.026840,0.007915,0.018767,0.007760,0.201596,0.001980,0.005481,0.011268,0.020141,0.006803,0.063400,0.016681,0.012902,0.269170,0.032400,0.031085,0.169457,0.008838,0.029441,2.873542,0.633131,0.608421,0.369207,0.382254,0.310988,0.289962,0.245879,0.237760,0.219163,0.203568,0.202493,0.193531,0.013327,0.008876,0.030665,0.011719,0.020885,0.012297,0.110609,0.004135,0.008987,0.013724,0.017704,0.011316,0.026590,test_set_616_clips
0.023126,0.010446,2.896119,0.077739,0.143617,0.107803,0.019191,0.032717,-28.596531,3.708094,0.070927,-0.093045,-0.222691,0.179431,0.032673,0.146106,0.174388,0.185401,-0.086524,-0.001900,-0.070943,0.017838,0.006233,0.034034,0.015165,0.039312,0.005989,0.075715,0.001367,0.008570,0.024070,0.022861,0.007765,0.033919,0.018242,0.012812,0.340098,0.031626,0.041631,0.194856,0.012638,0.032523,2.639443,0.833150,0.680514,0.366658,0.407406,0.332767,0.287798,0.225956,0.240775,0.210350,0.207976,0.191520,0.183368,0.024673,0.009854,0.026066,0.015876,0.030655,0.007646,0.071807,0.002225,0.011594,0.025773,0.021664,0.010814,0.015974,test_set_616_clips
0.022458,0.009637,2.935509,0.076527,0.142839,0.100714,0.015588,0.030170,-29.797081,3.510110,-0.001424,-0.075163,-0.059821,0.235069,0.065577,0.116225,0.136831,0.230790,-0.083684,-0.006636,-0.087172,0.016758,0.005619,0.039774,0.011961,0.040015,0.005415,0.110104,0.001990,0.008284,0.015827,0.020431,0.006140,0.040205,0.017395,0.012636,0.315006,0.027358,0.036513,0.163952,0.010366,0.028250,2.865969,0.771753,0.630475,0.335162,0.398809,0.309730,0.267176,0.235966,0.247076,0.208048,0.204856,0.189876,0.174246,0.021721,0.009057,0.030329,0.012467,0.027379,0.006548,0.084761,0.004005,0.011939,0.017150,0.017989,0.008935,0.018982,test_set_616_clips
0.023979,0.005770,2.953462,0.077029,0.141540,0.119087,0.014324,0.032732,-30.774854,3.423718,0.029705,-0.016444,-0.049007,0.275061,0.044171,0.110020,0.189795,0.250796,-0.054323,0.036712,-0.089318,0.012281,0.004725,0.039461,0.011704,0.045076,0.004688,0.115318,0.002008,0.007951,0.015666,0.021263,0.006104,0.040784,0.018692,0.008500,0.281716,0.027651,0.035492,0.185382,0.009208,0.031204,2.440526,0.722570,0.555946,0.324132,0.367554,0.299831,0.236043,0.232168,0.217496,0.196888,0.192063,0.173900,0.166317,0.014868,0.007317,0.029811,0.011325,0.028001,0.006059,0.078898,0.003834,0.010588,0.016232,0.017478,0.008877,0.017609,test_set_616_clips
0.022296,0.008402,2.941821,0.086011,0.153553,0.120771,0.012141,0.028468,-29.120996,2.917538,0.159435,0.176363,-0.001810,0.247175,0.123751,0.177761,0.128231,0.156414,-0.062529,0.038826,-0.013905,0.017579,0.004527,0.075388,0.009130,0.030188,0.004568,0.111602,0.001318,0.005188,0.010986,0.032604,0.004472,0.043410,0.014162,0.012333,0.246944,0.023304,0.032899,0.156862,0.007406,0.027558,2.439025,0.608502,0.517075,0.337683,0.349500,0.279173,0.232479,0.212514,0.200782,0.184015,0.180326,0.166158,0.159242,0.020694,0.007798,0.043883,0.010180,0.020425,0.005531,0.081661,0.002285,0.007641,0.012037,0.024315,0.006859,0.017743,test_set_616_clips
0.020165,0.006723,2.942557,0.086336,0.156141,0.107583,0.013118,0.025196,-29.794415,2.973741,0.245940,0.201273,0.015793,0.253932,0.065323,0.152941,0.154469,0.195021,-0.035687,0.048083,-0.013070,0.013012,0.004138,0.068212,0.007781,0.033283,0.004369,0.124444,0.001088,0.005675,0.016438,0.030520,0.004381,0.045342,0.012647,0.008834,0.243812,0.022665,0.032180,0.146731,0.008498,0.025447,2.101463,0.600293,0.473139,0.333483,0.318064,0.263602,0.214716,0.203209,0.191236,0.176422,0.172219,0.160375,0.164273,0.016807,0.006967,0.042488,0.008811,0.023203,0.005234,0.080466,0.002122,0.008213,0.019213,0.022082,0.007022,0.017057,test_set_616_clips
0.021699,0.009228,2.935345,0.086816,0.155161,0.109187,0.013550,0.026439,-29.610064,2.991665,0.169730,0.176852,0.036696,0.212607,0.032251,0.145576,0.174380,0.156397,-0.081540,0.020453,-0.030762,0.012802,0.004062,0.058756,0.009387,0.031590,0.004373,0.119961,0.001272,0.005528,0.018950,0.032965,0.005330,0.044335,0.012433,0.012049,0.259472,0.023148,0.031826,0.144102,0.008715,0.024808,2.284238,0.621854,0.504915,0.332110,0.344109,0.246873,0.212143,0.210866,0.199352,0.178370,0.183532,0.173919,0.181530,0.016910,0.007046,0.039688,0.010607,0.021795,0.005459,0.079423,0.002636,0.008199,0.020874,0.024741,0.008852,0.017001,test_set_616_clips
0.023721,0.008716,2.940069,0.089087,0.155057,0.127551,0.013299,0.029335,-29.398603,2.954779,0.175671,0.096064,-0.062144,0.234765,0.086208,0.133206,0.131989,0.178874,-0.044830,0.033297,-0.036209,0.012790,0.005146,0.062947,0.010574,0.030293,0.005678,0.107969,0.001834,0.006940,0.016433,0.029510,0.005474,0.041232,0.014326,0.011536,0.261117,0.024606,0.033620,0.168219,0.008432,0.028792,2.469895,0.675630,0.536200,0.353509,0.341468,0.280617,0.225881,0.210606,0.206009,0.185225,0.176740,0.167981,0.169671,0.016638,0.008787,0.041393,0.011741,0.022985,0.007620,0.076062,0.003728,0.010288,0.018408,0.021554,0.009070,0.016598,test_set_616_clips
0.024527,0.005422,2.962166,0.089327,0.150983,0.141229,0.011148,0.031382,-29.530126,2.786534,0.174839,0.251818,0.026538,0.235954,0.020223,0.140159,0.205840,0.154469,-0.050196,0.033999,-0.026257,0.010651,0.004069,0.049255,0.009178,0.044731,0.004722,0.110169,0.001230,0.005312,0.016108,0.029898,0.004738,0.039713,0.013124,0.006845,0.274352,0.022410,0.030666,0.157208,0.007601,0.027193,1.949651,0.658370,0.437498,0.293152,0.309032,0.250162,0.203443,0.199622,0.185099,0.166749,0.164695,0.153968,0.153853,0.010647,0.005876,0.031867,0.009819,0.029105,0.005019,0.070109,0.001821,0.007624,0.016273,0.020759,0.006707,0.014892,test_set_616_clips
0.024048,0.014128,2.991803,0.110072,0.169984,0.126732,0.013458,0.027180,-28.816633,3.034769,0.116001,-0.030110,-0.120809,0.220536,-0.000414,0.361553,0.013208,0.131998,-0.110102,0.014788,0.010524,0.011204,0.006412,0.038724,0.009932,0.027176,0.008657,0.155990,0.001600,0.005569,0.012200,0.022075,0.007642,0.053261,0.016914,0.017261,0.330209,0.039486,0.035765,0.173506,0.009694,0.028366,3.164258,0.705455,0.647568,0.365649,0.394681,0.347277,0.316794,0.266952,0.250631,0.219447,0.207058,0.196758,0.192884,0.014696,0.010323,0.038672,0.013115,0.026345,0.012793,0.114065,0.003244,0.008660,0.014433,0.020684,0.011561,0.026791,test_set_616_clips
0.023988,0.019403,3.011659,0.109904,0.169519,0.130879,0.013284,0.027151,-28.253178,3.004085,0.079995,0.007388,-0.065214,0.190115,0.023034,0.322536,0.039125,0.155483,-0.094786,0.018076,0.028125,0.009774,0.006011,0.041127,0.009916,0.028172,0.009340,0.156302,0.001754,0.005794,0.011186,0.020685,0.007725,0.053216,0.016546,0.021197,0.302765,0.034850,0.034221,0.173128,0.009335,0.027990,2.821676,0.703717,0.616131,0.349942,0.379823,0.342914,0.288757,0.251390,0.248371,0.223508,0.202424,0.194913,0.177969,0.012447,0.009662,0.043348,0.011525,0.026021,0.014437,0.104466,0.003384,0.009193,0.012770,0.018937,0.012182,0.025431,test_set_616_clips
0.023913,0.018503,3.001884,0.106223,0.166453,0.123450,0.013845,0.027799,-28.358019,3.070986,0.143422,-0.015988,-0.076940,0.224965,-0.033534,0.343297,0.034954,0.149996,-0.062396,0.024417,0.012016,0.011392,0.005773,0.046686,0.010603,0.027965,0.008461,0.146489,0.001794,0.005869,0.010761,0.023150,0.007726,0.052133,0.015986,0.022624,0.311740,0.039184,0.037139,0.159745,0.009726,0.027495,3.124929,0.715306,0.689265,0.384014,0.403995,0.346530,0.321073,0.260348,0.256174,0.232273,0.207443,0.190432,0.178439,0.015297,0.009079,0.044204,0.014371,0.027312,0.012739,0.115046,0.003670,0.009003,0.012374,0.022208,0.011985,0.026782,test_set_616_clips
0.018308,0.012170,2.970537,0.075323,0.152070,0.055433,0.013214,0.023157,-29.737472,3.777357,0.063513,0.052806,-0.098502,0.002118,-0.059317,0.042523,-0.008383,0.119175,-0.091998,0.014059,-0.084579,0.020098,0.005035,0.027595,0.015806,0.035534,0.009120,0.056753,0.002133,0.007481,0.024625,0.038661,0.008584,0.025398,0.008586,0.018656,0.268689,0.021217,0.032446,0.079196,0.008026,0.014014,2.240766,0.492703,0.556760,0.307078,0.350160,0.276879,0.226763,0.228701,0.206130,0.181445,0.171407,0.174727,0.165698,0.017722,0.007572,0.018198,0.013949,0.024941,0.011283,0.032358,0.004148,0.008842,0.019294,0.025037,0.011710,0.007294,test_set_616_clips
0.017276,0.013119,2.968472,0.070682,0.146266,0.043817,0.013428,0.022465,-28.137574,3.763438,0.015548,-0.063421,-0.197497,-0.020171,-0.056742,-0.019891,-0.138263,0.267031,-0.043962,0.055596,-0.123375,0.017617,0.004995,0.024919,0.015907,0.025461,0.012755,0.051627,0.003818,0.012239,0.025708,0.038874,0.009215,0.022648,0.006859,0.017841,0.238594,0.022374,0.036428,0.061900,0.006278,0.009866,1.867098,0.492237,0.575592,0.305844,0.335229,0.300628,0.259050,0.261459,0.225571,0.226527,0.199435,0.157860,0.175200,0.015346,0.007226,0.016349,0.012850,0.018488,0.013106,0.028728,0.007120,0.013108,0.017599,0.026076,0.011666,0.007119,test_set_616_clips
0.017502,0.012521,2.979965,0.073061,0.149982,0.051746,0.013276,0.022571,-29.429943,3.809722,0.085966,0.036430,-0.095042,0.003303,-0.045379,0.074079,-0.030809,0.109222,-0.114975,-0.007134,-0.095189,0.021098,0.004718,0.030630,0.016671,0.034270,0.009200,0.052040,0.001778,0.007696,0.024941,0.039076,0.009577,0.024836,0.007967,0.017841,0.252715,0.021228,0.032690,0.078117,0.007370,0.013734,1.888774,0.478068,0.487246,0.289619,0.325174,0.268953,0.228465,0.217838,0.193895,0.189008,0.168191,0.165764,0.162869,0.017907,0.006748,0.020818,0.015391,0.022885,0.009605,0.028663,0.003309,0.009286,0.019665,0.024983,0.012775,0.006981,test_set_616_clips
0.071314,0.007649,3.008008,0.151639,0.161291,0.597308,0.007110,0.093640,-29.150944,2.354290,0.439675,0.006308,0.142390,0.212161,-0.010172,0.142743,0.293435,0.175075,-0.091244,0.072022,-0.055292,0.008537,0.003856,0.029137,0.008283,0.037088,0.003819,0.123484,0.001304,0.004752,0.014430,0.019577,0.004607,0.040158,0.034469,0.008782,0.263603,0.035415,0.025148,0.355530,0.006012,0.073386,2.186299,0.809887,0.521264,0.305333,0.375560,0.280114,0.231912,0.235772,0.206336,0.190937,0.181633,0.166303,0.171037,0.010472,0.006197,0.023317,0.009019,0.025580,0.004225,0.085811,0.001842,0.007343,0.016790,0.016018,0.006493,0.020296,test_set_616_clips
