@RELATION svm_Nixon_UBM_2945x2s
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE class {UBM_Nixon,Nixon, Richard}

@DATA
0.099849,0.061043,3.165585,0.179750,0.179476,0.816025,0.010531,0.154884,-26.310749,2.183129,-0.641398,-0.051505,-0.273627,-0.172995,-0.198661,-0.070256,-0.147948,-0.083766,0.069692,0.037240,-0.042334,0.017352,0.005981,0.016554,0.020486,0.024253,0.022089,0.021518,0.004438,0.011986,0.019554,0.016792,0.009582,0.026119,0.046576,0.051696,0.188725,0.049191,0.031401,0.332589,0.008621,0.083961,1.812124,0.587628,0.496863,0.370945,0.312346,0.279828,0.284869,0.282816,0.283716,0.289037,0.265295,0.242512,0.209049,0.015814,0.008393,0.016859,0.019235,0.019902,0.018252,0.018092,0.006124,0.011600,0.018843,0.016273,0.011604,0.010823,UBM_Nixon
0.077838,0.235668,3.288280,0.171202,0.182642,0.613878,0.010321,0.111884,-24.910641,1.189949,-1.241995,-0.727350,-0.456120,-0.021798,-0.023958,0.125357,0.120554,0.033503,-0.066353,-0.109308,-0.042582,0.004315,0.025991,0.005646,0.002061,0.001423,0.019086,0.003822,0.006866,0.020777,0.003076,0.017198,0.003846,0.024001,0.016380,0.044221,0.063864,0.028426,0.021890,0.202125,0.019127,0.036637,1.595496,0.641953,0.387556,0.312514,0.240108,0.255289,0.238992,0.295304,0.277003,0.199794,0.263440,0.174088,0.146903,0.003047,0.015485,0.005700,0.002662,0.000995,0.010279,0.004069,0.007544,0.015411,0.002345,0.008420,0.004354,0.008560,UBM_Nixon
0.101358,0.005928,3.128613,0.200192,0.208863,0.788014,0.008083,0.150884,-27.376549,2.219646,-0.079072,0.071824,-0.395511,-0.017861,-0.052655,-0.017366,-0.144936,-0.113477,-0.101344,-0.074227,-0.101175,0.021550,0.007044,0.017444,0.016553,0.014712,0.015483,0.056977,0.004121,0.008763,0.015145,0.040398,0.006876,0.026613,0.044738,0.007380,0.146403,0.045647,0.028452,0.416484,0.004895,0.103555,1.648280,0.507988,0.649637,0.343421,0.359465,0.278749,0.263057,0.246010,0.227472,0.210490,0.198118,0.184912,0.188675,0.020603,0.009953,0.017870,0.019144,0.012818,0.017108,0.037567,0.007200,0.009840,0.014341,0.029703,0.008607,0.009915,UBM_Nixon
0.182244,0.005165,2.863039,0.263189,0.211913,1.419025,0.008436,0.313183,-28.226203,1.737347,0.150758,-0.013958,-0.137493,-0.053260,-0.011731,-0.050299,-0.071402,0.028793,-0.059268,-0.047132,-0.004386,0.019170,0.005880,0.025337,0.015444,0.018996,0.012597,0.016487,0.004140,0.009142,0.013776,0.017340,0.006800,0.015669,0.111716,0.006073,0.465935,0.094953,0.035822,0.663050,0.005614,0.189749,2.829958,0.950571,0.857698,0.474710,0.460719,0.367085,0.343965,0.263733,0.250723,0.219290,0.209022,0.191800,0.187727,0.023686,0.007262,0.026283,0.017298,0.018005,0.014218,0.013881,0.005648,0.009805,0.013244,0.017350,0.008121,0.010097,UBM_Nixon
0.105926,0.011888,3.019378,0.201340,0.202683,0.733637,0.014195,0.154752,-28.675508,2.187400,0.393528,0.071875,-0.439867,-0.156779,-0.200906,-0.166738,-0.321841,-0.253013,-0.147362,0.000297,0.003840,0.017668,0.004396,0.030229,0.037605,0.032644,0.033767,0.019132,0.002097,0.010422,0.011473,0.020547,0.005423,0.028531,0.068557,0.010636,0.267798,0.071720,0.034617,0.501499,0.009882,0.136740,2.304211,0.673723,0.702751,0.407138,0.373429,0.278393,0.280537,0.252107,0.246735,0.214316,0.207602,0.198840,0.200739,0.018692,0.006868,0.030720,0.035585,0.034749,0.035376,0.018894,0.003437,0.013775,0.011990,0.019374,0.007955,0.012184,UBM_Nixon
0.129180,0.009192,2.852656,0.203580,0.195625,0.954026,0.012633,0.201971,-28.319164,2.397659,0.394949,0.256460,-0.657611,-0.143662,-0.161809,-0.047192,-0.007471,-0.024422,-0.164434,-0.050577,-0.041138,0.022520,0.005976,0.022747,0.019458,0.022394,0.016416,0.021058,0.001375,0.010778,0.020655,0.028167,0.011288,0.017855,0.094007,0.012109,0.384490,0.092153,0.040872,0.726317,0.008556,0.178589,2.732611,0.986276,0.671925,0.378194,0.408712,0.318972,0.313276,0.252140,0.241031,0.206301,0.204189,0.190787,0.180054,0.020909,0.007415,0.020469,0.019786,0.021015,0.018997,0.018221,0.001676,0.011350,0.017810,0.023044,0.012187,0.008712,UBM_Nixon
0.084252,0.004785,2.973941,0.162604,0.182433,0.671887,0.010813,0.126861,-29.513669,2.630996,-0.012992,0.109249,-0.116466,0.121764,-0.085805,0.054723,0.127896,0.097818,-0.109253,-0.010912,-0.069081,0.017415,0.006673,0.026031,0.015004,0.037791,0.008161,0.038967,0.002291,0.008799,0.020350,0.031222,0.008241,0.020890,0.039520,0.006385,0.320302,0.038835,0.023819,0.405796,0.007755,0.081295,1.970243,0.665555,0.449698,0.295759,0.308260,0.253896,0.202123,0.199468,0.188967,0.167156,0.163856,0.150314,0.149752,0.014597,0.008060,0.017785,0.013761,0.023872,0.007536,0.024175,0.002793,0.010280,0.017055,0.019870,0.009711,0.007006,UBM_Nixon
0.055580,0.008184,2.942161,0.119507,0.161250,0.254650,0.014736,0.075221,-30.373885,3.653552,-0.105816,-0.083209,-0.221472,-0.104613,-0.156676,-0.032172,-0.076685,0.066330,-0.145027,-0.022093,-0.123524,0.022980,0.006126,0.023738,0.020029,0.026098,0.011127,0.036332,0.002574,0.009256,0.025140,0.039735,0.010460,0.021386,0.024120,0.012720,0.295816,0.029336,0.030497,0.218125,0.009100,0.042335,2.243671,0.496124,0.555556,0.305425,0.343453,0.277141,0.225866,0.230383,0.208467,0.182501,0.170244,0.175867,0.167300,0.018669,0.008546,0.017666,0.017282,0.019001,0.012872,0.022466,0.004730,0.010043,0.018477,0.026169,0.013139,0.006545,UBM_Nixon
0.198035,0.005178,2.991000,0.287905,0.237824,1.264838,0.008427,0.334359,-30.003264,2.098103,0.289917,-0.292022,-0.053882,0.154626,0.006569,0.040529,0.141734,0.207019,-0.107508,0.018242,-0.110979,0.012849,0.005808,0.019303,0.013797,0.033173,0.006694,0.027876,0.003390,0.009303,0.017144,0.018962,0.008184,0.017477,0.102926,0.006824,0.330919,0.081748,0.023815,0.631482,0.005922,0.194049,2.357479,0.801679,0.578411,0.328166,0.383619,0.304909,0.258395,0.244527,0.233985,0.204942,0.200695,0.188140,0.174468,0.014808,0.007709,0.016817,0.014268,0.023989,0.007132,0.022919,0.005240,0.011194,0.017856,0.016721,0.010531,0.009023,UBM_Nixon
0.071300,0.005036,2.933107,0.134566,0.166212,0.388433,0.014338,0.098084,-30.560943,3.405811,-0.167161,-0.187382,-0.216358,0.114835,-0.073676,0.058938,0.091306,0.150571,-0.167908,-0.038930,-0.120151,0.022189,0.009027,0.032083,0.021215,0.040323,0.008460,0.026358,0.002665,0.011722,0.017974,0.024926,0.009997,0.021987,0.041841,0.007024,0.335553,0.044510,0.032298,0.345835,0.008475,0.069775,2.265016,0.726927,0.542903,0.336686,0.373136,0.295400,0.245203,0.232070,0.217904,0.194090,0.190458,0.170495,0.171125,0.021898,0.011689,0.024327,0.017878,0.026490,0.008744,0.018170,0.003703,0.012534,0.015731,0.018712,0.011255,0.007828,UBM_Nixon
