@RELATION svm_King_UBM_2969x2s
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE class {UBM_King,King, Martin Luther}

@DATA
0.307496,0.000629,1.743512,0.350526,0.162009,1.729037,0.003018,0.415552,-33.223827,-3.060398,-0.187325,-0.028608,0.488004,-0.718337,-0.510651,0.424673,-0.303607,-0.353132,-0.107248,0.336333,-0.202587,0.001634,0.003120,0.009105,0.006160,0.002664,0.003219,0.004751,0.005115,0.002848,0.001974,0.001545,0.001354,0.003519,0.031316,0.001150,0.944783,0.035499,0.017325,0.290421,0.001174,0.047431,2.620002,0.944409,0.489833,0.405118,0.295896,0.334927,0.289911,0.205894,0.203695,0.209659,0.172484,0.172723,0.149098,0.001095,0.002424,0.009286,0.005446,0.001663,0.001906,0.003132,0.003392,0.001907,0.001261,0.001101,0.000886,0.002250,UBM_King
0.129396,0.008420,3.145288,0.210515,0.201470,1.188909,0.006569,0.203373,-25.041788,1.653634,-0.237716,-0.081985,-0.641271,-0.106178,-0.044736,-0.080987,-0.057840,-0.046035,-0.053913,0.001580,-0.054451,0.015978,0.011714,0.015386,0.016956,0.020561,0.016040,0.016311,0.003594,0.012574,0.015947,0.018316,0.014115,0.014173,0.035707,0.009470,0.142704,0.027708,0.013849,0.410385,0.003845,0.076415,0.680065,0.342577,0.328859,0.303269,0.300933,0.224329,0.217115,0.182271,0.183892,0.167190,0.159437,0.156650,0.155496,0.013014,0.012252,0.010870,0.014261,0.018732,0.014977,0.011429,0.003468,0.012309,0.012811,0.012599,0.016932,0.006960,UBM_King
0.137997,0.001407,2.862383,0.222693,0.217770,0.961166,0.011382,0.223861,-30.737526,2.394084,0.445687,0.146635,-0.317069,-0.074474,-0.059044,-0.012494,0.013002,-0.018536,0.000813,-0.055572,0.010372,0.035373,0.005391,0.040661,0.012955,0.015702,0.012808,0.017081,0.002417,0.009126,0.014771,0.035153,0.007176,0.021400,0.102302,0.001893,0.415855,0.099238,0.043258,0.715616,0.008152,0.205350,2.300873,0.902115,0.689882,0.357242,0.382028,0.307416,0.304769,0.250032,0.248399,0.214068,0.189473,0.189255,0.181890,0.033102,0.007287,0.029290,0.013659,0.013156,0.013106,0.013060,0.003868,0.010384,0.013132,0.028396,0.008317,0.011435,UBM_King
0.067159,0.017578,3.053377,0.151238,0.188705,0.388137,0.017374,0.088849,-27.854421,2.964872,-0.149855,-0.200135,-0.330506,0.074469,-0.274646,-0.229156,-0.193595,-0.215726,-0.053575,-0.050813,-0.046027,0.022848,0.004429,0.031668,0.033359,0.025646,0.020657,0.030452,0.003194,0.012655,0.021771,0.026692,0.007107,0.029824,0.028417,0.022155,0.231171,0.039935,0.035902,0.285066,0.012365,0.056069,2.127365,0.551907,0.621137,0.423426,0.338972,0.301004,0.283691,0.272845,0.273923,0.287093,0.291011,0.269684,0.240676,0.025858,0.006179,0.027555,0.037993,0.028492,0.026063,0.028784,0.005062,0.015244,0.022152,0.025127,0.010443,0.011813,UBM_King
0.088626,0.021589,2.981305,0.163387,0.178335,0.684040,0.013401,0.138865,-26.302470,2.572831,-0.045611,0.105102,-0.470385,0.016757,-0.037623,-0.177210,-0.269668,-0.032393,-0.256773,-0.055588,-0.148194,0.032006,0.006858,0.031316,0.029982,0.024017,0.015016,0.016651,0.004326,0.012225,0.017541,0.027433,0.006327,0.024571,0.046347,0.023626,0.307066,0.051109,0.035808,0.454696,0.009644,0.101468,2.134064,0.693807,0.638751,0.350889,0.391554,0.315706,0.293833,0.258268,0.249566,0.217564,0.201711,0.182291,0.175217,0.034656,0.008405,0.031705,0.032507,0.022616,0.015637,0.013749,0.005660,0.012160,0.015605,0.025220,0.007548,0.011938,UBM_King
0.081058,0.006509,2.932326,0.155513,0.177987,0.562352,0.011438,0.115389,-29.434542,2.766228,-0.032295,0.020866,-0.159395,0.132846,0.005324,0.083496,0.042047,0.091453,-0.131126,-0.015905,-0.066912,0.026492,0.007136,0.035465,0.016736,0.033604,0.008702,0.033278,0.002410,0.008664,0.017082,0.030230,0.007563,0.022070,0.041768,0.010239,0.306568,0.041091,0.025949,0.382896,0.007612,0.082893,2.463373,0.617505,0.531154,0.336437,0.348567,0.280689,0.234103,0.215015,0.203246,0.187235,0.181553,0.168130,0.160534,0.025345,0.009743,0.023525,0.014512,0.021929,0.008285,0.021970,0.003356,0.009940,0.014436,0.021932,0.009058,0.007881,UBM_King
0.055580,0.008184,2.942161,0.119507,0.161250,0.254650,0.014736,0.075221,-30.373885,3.653552,-0.105816,-0.083209,-0.221472,-0.104613,-0.156676,-0.032172,-0.076685,0.066330,-0.145027,-0.022093,-0.123524,0.022980,0.006126,0.023738,0.020029,0.026098,0.011127,0.036332,0.002574,0.009256,0.025140,0.039735,0.010460,0.021386,0.024120,0.012720,0.295816,0.029336,0.030497,0.218125,0.009100,0.042335,2.243671,0.496124,0.555556,0.305425,0.343453,0.277141,0.225866,0.230383,0.208467,0.182501,0.170244,0.175867,0.167300,0.018669,0.008546,0.017666,0.017282,0.019001,0.012872,0.022466,0.004730,0.010043,0.018477,0.026169,0.013139,0.006545,UBM_King
0.191837,0.005446,2.998732,0.282131,0.238703,1.294488,0.007939,0.330433,-29.255702,2.081651,0.236418,-0.268461,-0.064283,0.123216,0.017547,0.078596,0.095756,0.107893,-0.175884,0.010925,-0.075020,0.020037,0.006843,0.025943,0.016069,0.029993,0.007394,0.026349,0.002825,0.008340,0.013490,0.018585,0.007766,0.017999,0.095079,0.007580,0.319911,0.078435,0.023159,0.634901,0.005811,0.191006,2.364182,0.787151,0.564031,0.331363,0.393075,0.315291,0.258835,0.240487,0.226675,0.203147,0.196565,0.183269,0.171674,0.021372,0.008701,0.021666,0.014777,0.021638,0.007133,0.020048,0.003359,0.009687,0.013563,0.016740,0.009193,0.008910,UBM_King
0.189406,0.005948,2.974195,0.278489,0.234597,1.219555,0.009864,0.322528,-29.463073,2.193021,0.301156,-0.335436,-0.108503,0.137149,0.000776,0.037663,0.123555,0.148164,-0.167226,0.002005,-0.109060,0.015430,0.007018,0.021993,0.016649,0.028398,0.007451,0.028930,0.002855,0.008817,0.017312,0.017949,0.008538,0.018149,0.105215,0.007894,0.353097,0.088884,0.026143,0.674889,0.007053,0.199247,2.479107,0.860663,0.601991,0.341019,0.394372,0.322500,0.259580,0.239368,0.234206,0.201244,0.195645,0.189546,0.180007,0.018062,0.009978,0.019813,0.016144,0.022413,0.008270,0.024212,0.004116,0.011273,0.017580,0.016604,0.011450,0.009299,UBM_King
0.185824,0.006556,2.988122,0.280336,0.234028,1.219298,0.010112,0.319623,-29.854572,2.163016,0.350265,-0.332693,-0.082416,0.110162,-0.009979,0.041873,0.135263,0.141251,-0.153285,-0.016703,-0.110971,0.015668,0.006807,0.020322,0.014583,0.028477,0.007446,0.029327,0.002718,0.008993,0.018426,0.019473,0.008300,0.018251,0.103239,0.009083,0.335278,0.088873,0.027055,0.671665,0.007636,0.197857,2.525512,0.865192,0.596781,0.332619,0.386946,0.292067,0.250168,0.243038,0.236308,0.202281,0.196255,0.184771,0.180418,0.019098,0.009600,0.018441,0.014211,0.022308,0.008231,0.023712,0.003907,0.011814,0.019001,0.018092,0.011439,0.009215,UBM_King
