@RELATION knn_Baldwin_UBM_564x2s
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE class {UBM,Baldwin, James}

@DATA
0.146539,0.058412,3.028446,0.215688,0.181170,1.105965,0.009977,0.228192,-25.016367,1.375863,-0.094293,0.053369,-0.386480,0.084279,-0.119844,0.207919,-0.067496,0.132937,-0.055815,0.056521,-0.020720,0.012842,0.006744,0.022787,0.014731,0.018167,0.011458,0.019256,0.002670,0.008748,0.014495,0.022472,0.005814,0.017814,0.069739,0.044060,0.252626,0.061184,0.026367,0.452176,0.006488,0.110614,2.006608,0.766068,0.626737,0.356773,0.372977,0.302458,0.304355,0.253549,0.254300,0.211916,0.203954,0.199934,0.183116,0.013301,0.007743,0.020367,0.015347,0.016289,0.012615,0.016277,0.003114,0.009887,0.014745,0.016265,0.006866,0.009206,UBM
0.129396,0.008420,3.145288,0.210515,0.201470,1.188909,0.006569,0.203373,-25.041788,1.653634,-0.237716,-0.081985,-0.641271,-0.106178,-0.044736,-0.080987,-0.057840,-0.046035,-0.053913,0.001580,-0.054451,0.015978,0.011714,0.015386,0.016956,0.020561,0.016040,0.016311,0.003594,0.012574,0.015947,0.018316,0.014115,0.014173,0.035707,0.009470,0.142704,0.027708,0.013849,0.410385,0.003845,0.076415,0.680065,0.342577,0.328859,0.303269,0.300933,0.224329,0.217115,0.182271,0.183892,0.167190,0.159437,0.156650,0.155496,0.013014,0.012252,0.010870,0.014261,0.018732,0.014977,0.011429,0.003468,0.012309,0.012811,0.012599,0.016932,0.006960,UBM
0.117441,0.005780,3.143090,0.220253,0.217751,0.828182,0.010156,0.180081,-27.352053,2.185795,0.143611,0.022842,-0.177075,-0.068893,-0.157320,-0.084270,-0.144239,-0.219109,-0.196741,-0.143516,-0.193612,0.030726,0.006259,0.023129,0.015463,0.014232,0.009557,0.047555,0.002238,0.008407,0.011149,0.048863,0.006014,0.029988,0.075507,0.006471,0.142352,0.068667,0.031080,0.522340,0.007187,0.153548,1.511313,0.551697,0.591817,0.369869,0.344441,0.287898,0.250641,0.232935,0.247511,0.241432,0.245759,0.249841,0.253904,0.031662,0.009087,0.026367,0.019367,0.016644,0.012115,0.036167,0.003587,0.010600,0.011103,0.042761,0.008098,0.012313,UBM
0.137997,0.001407,2.862383,0.222693,0.217770,0.961166,0.011382,0.223861,-30.737526,2.394084,0.445687,0.146635,-0.317069,-0.074474,-0.059044,-0.012494,0.013002,-0.018536,0.000813,-0.055572,0.010372,0.035373,0.005391,0.040661,0.012955,0.015702,0.012808,0.017081,0.002417,0.009126,0.014771,0.035153,0.007176,0.021400,0.102302,0.001893,0.415855,0.099238,0.043258,0.715616,0.008152,0.205350,2.300873,0.902115,0.689882,0.357242,0.382028,0.307416,0.304769,0.250032,0.248399,0.214068,0.189473,0.189255,0.181890,0.033102,0.007287,0.029290,0.013659,0.013156,0.013106,0.013060,0.003868,0.010384,0.013132,0.028396,0.008317,0.011435,UBM
0.057526,0.005162,3.022625,0.120013,0.157923,0.310321,0.017135,0.075878,-28.729208,3.573782,-0.709003,-0.014939,-0.352305,-0.234080,-0.097255,-0.028903,0.077731,0.081882,0.009675,-0.098109,-0.040330,0.033634,0.009598,0.021120,0.013521,0.019434,0.010624,0.025543,0.002866,0.023611,0.023024,0.033495,0.010896,0.024589,0.014431,0.006696,0.248302,0.027289,0.036514,0.192987,0.011010,0.024667,1.728515,0.552578,0.629869,0.445571,0.369740,0.306092,0.264020,0.230786,0.208436,0.191666,0.184687,0.178830,0.181026,0.032685,0.012643,0.018996,0.015004,0.019513,0.012131,0.022333,0.004467,0.027912,0.023227,0.028566,0.012602,0.009429,UBM
0.097247,0.005259,3.080131,0.196131,0.211265,0.659036,0.012306,0.133181,-28.093755,2.491137,-0.199454,-0.224032,-0.125224,0.023736,-0.016798,0.062470,-0.158474,-0.191349,-0.208924,-0.065576,-0.048010,0.033615,0.008423,0.031229,0.029293,0.040719,0.013701,0.016007,0.003159,0.006578,0.011917,0.011707,0.008419,0.026262,0.048264,0.007073,0.208344,0.051463,0.031486,0.412575,0.008770,0.107117,1.719725,0.519622,0.643158,0.513573,0.359613,0.283569,0.268974,0.237326,0.235250,0.242018,0.248080,0.255070,0.277047,0.036790,0.011555,0.032488,0.027345,0.031096,0.017666,0.017431,0.005187,0.008717,0.013322,0.010678,0.012134,0.011351,UBM
0.109104,0.034970,3.104691,0.191681,0.194730,0.791176,0.015794,0.167398,-24.303106,2.363147,-0.417591,-0.107773,-0.120768,0.101751,0.074735,0.130758,-0.131439,-0.066742,-0.146429,-0.140021,-0.151772,0.021202,0.008773,0.025173,0.013607,0.018135,0.010701,0.031635,0.007130,0.011379,0.021187,0.022471,0.005106,0.023403,0.067435,0.026341,0.220680,0.065378,0.035830,0.540851,0.010515,0.135199,1.524974,0.775311,0.850146,0.531133,0.435242,0.372073,0.313183,0.273345,0.276712,0.255467,0.247265,0.255436,0.256388,0.025422,0.013736,0.025942,0.016631,0.020625,0.015219,0.033785,0.013690,0.016856,0.022580,0.025406,0.007142,0.011492,UBM
0.118064,0.005649,2.982996,0.201098,0.195676,0.891770,0.014323,0.186112,-29.378950,2.298260,0.136424,0.072975,-0.146974,-0.072550,-0.141408,0.005625,-0.018701,-0.034893,-0.019093,-0.078083,-0.073372,0.020394,0.006841,0.024047,0.015110,0.022253,0.014243,0.025244,0.003027,0.011734,0.025921,0.027083,0.008550,0.022643,0.084474,0.007225,0.341064,0.078728,0.037053,0.595674,0.009544,0.153307,3.245813,0.877082,0.808949,0.499747,0.445551,0.330288,0.319068,0.265038,0.264336,0.263634,0.234357,0.230701,0.236344,0.024431,0.010275,0.025917,0.019813,0.024877,0.019259,0.024282,0.005223,0.015046,0.025822,0.027211,0.012227,0.011275,UBM
0.065709,0.011512,2.949526,0.126162,0.154526,0.414980,0.015770,0.089568,-29.095302,3.297861,-1.052707,-0.087990,-0.609500,-0.239282,0.033192,-0.117305,-0.097678,0.159005,-0.139326,-0.143822,-0.204919,0.025100,0.018898,0.016975,0.012916,0.013384,0.013541,0.019039,0.005670,0.013598,0.016964,0.035690,0.015866,0.021125,0.015925,0.014209,0.356016,0.025774,0.033661,0.228964,0.009799,0.030011,2.719986,0.627942,0.598145,0.322648,0.357581,0.291708,0.295323,0.241297,0.243989,0.217529,0.204759,0.180466,0.177489,0.022955,0.021940,0.015100,0.013533,0.013288,0.014939,0.016755,0.008424,0.014719,0.016398,0.026349,0.018917,0.008822,UBM
0.092278,0.009955,2.922305,0.167901,0.178895,0.622662,0.011834,0.132341,-27.882213,2.578262,0.035400,-0.195041,-0.452202,0.020515,0.026324,0.141969,-0.450012,0.060042,-0.146159,-0.017045,-0.130303,0.023136,0.008849,0.030890,0.025667,0.029561,0.019354,0.019132,0.004279,0.009786,0.018658,0.019702,0.007100,0.020068,0.051769,0.012662,0.304262,0.052275,0.031150,0.406539,0.006600,0.106106,2.365805,0.634207,0.626276,0.302234,0.372380,0.300232,0.318506,0.236299,0.245334,0.200917,0.201165,0.179174,0.167059,0.021845,0.010772,0.026437,0.022659,0.021457,0.019335,0.016969,0.006413,0.009460,0.013807,0.017559,0.009634,0.007880,UBM
