@RELATION svm_King_UBM_900x2s
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE class {UBM_King,King, Martin Luther}

@DATA
0.057526,0.005162,3.022625,0.120013,0.157923,0.310321,0.017135,0.075878,-28.729208,3.573782,-0.709003,-0.014939,-0.352305,-0.234080,-0.097255,-0.028903,0.077731,0.081882,0.009675,-0.098109,-0.040330,0.033634,0.009598,0.021120,0.013521,0.019434,0.010624,0.025543,0.002866,0.023611,0.023024,0.033495,0.010896,0.024589,0.014431,0.006696,0.248302,0.027289,0.036514,0.192987,0.011010,0.024667,1.728515,0.552578,0.629869,0.445571,0.369740,0.306092,0.264020,0.230786,0.208436,0.191666,0.184687,0.178830,0.181026,0.032685,0.012643,0.018996,0.015004,0.019513,0.012131,0.022333,0.004467,0.027912,0.023227,0.028566,0.012602,0.009429,UBM_King
0.067159,0.017578,3.053377,0.151238,0.188705,0.388137,0.017374,0.088849,-27.854421,2.964872,-0.149855,-0.200135,-0.330506,0.074469,-0.274646,-0.229156,-0.193595,-0.215726,-0.053575,-0.050813,-0.046027,0.022848,0.004429,0.031668,0.033359,0.025646,0.020657,0.030452,0.003194,0.012655,0.021771,0.026692,0.007107,0.029824,0.028417,0.022155,0.231171,0.039935,0.035902,0.285066,0.012365,0.056069,2.127365,0.551907,0.621137,0.423426,0.338972,0.301004,0.283691,0.272845,0.273923,0.287093,0.291011,0.269684,0.240676,0.025858,0.006179,0.027555,0.037993,0.028492,0.026063,0.028784,0.005062,0.015244,0.022152,0.025127,0.010443,0.011813,UBM_King
0.072570,0.008154,2.857312,0.139285,0.172086,0.368563,0.019818,0.105832,-28.866090,3.560038,-0.081641,-0.234189,-0.347055,0.083058,-0.056413,0.072847,0.121723,0.136694,-0.128788,-0.033780,-0.104363,0.021635,0.008534,0.027851,0.021297,0.031669,0.008253,0.025788,0.002012,0.011508,0.026213,0.025405,0.010669,0.022743,0.050433,0.010557,0.404690,0.055815,0.039251,0.408147,0.012948,0.096160,2.662898,0.807704,0.689737,0.363279,0.401616,0.325576,0.287567,0.221564,0.239442,0.209539,0.208688,0.188119,0.183613,0.026149,0.012063,0.021946,0.019921,0.028524,0.009486,0.022919,0.003047,0.013919,0.024942,0.023948,0.013132,0.009104,UBM_King
0.081058,0.006509,2.932326,0.155513,0.177987,0.562352,0.011438,0.115389,-29.434542,2.766228,-0.032295,0.020866,-0.159395,0.132846,0.005324,0.083496,0.042047,0.091453,-0.131126,-0.015905,-0.066912,0.026492,0.007136,0.035465,0.016736,0.033604,0.008702,0.033278,0.002410,0.008664,0.017082,0.030230,0.007563,0.022070,0.041768,0.010239,0.306568,0.041091,0.025949,0.382896,0.007612,0.082893,2.463373,0.617505,0.531154,0.336437,0.348567,0.280689,0.234103,0.215015,0.203246,0.187235,0.181553,0.168130,0.160534,0.025345,0.009743,0.023525,0.014512,0.021929,0.008285,0.021970,0.003356,0.009940,0.014436,0.021932,0.009058,0.007881,UBM_King
0.177552,0.004950,3.017456,0.274379,0.241675,1.233270,0.008354,0.305618,-29.512388,2.190752,0.249686,-0.141818,-0.002469,0.103047,-0.119290,0.059716,0.224441,0.119955,-0.145150,0.034003,-0.091142,0.013972,0.006503,0.020956,0.014692,0.034132,0.006843,0.032932,0.002380,0.008040,0.018944,0.020314,0.008408,0.017780,0.086344,0.006046,0.305294,0.075112,0.025370,0.606912,0.006701,0.175155,2.193947,0.826727,0.521827,0.301302,0.376968,0.282845,0.240322,0.238981,0.209530,0.193105,0.179395,0.168095,0.170747,0.014016,0.008585,0.016513,0.013767,0.022678,0.006679,0.024286,0.002910,0.010137,0.018027,0.015107,0.009798,0.007997,UBM_King
0.071300,0.005036,2.933107,0.134566,0.166212,0.388433,0.014338,0.098084,-30.560943,3.405811,-0.167161,-0.187382,-0.216358,0.114835,-0.073676,0.058938,0.091306,0.150571,-0.167908,-0.038930,-0.120151,0.022189,0.009027,0.032083,0.021215,0.040323,0.008460,0.026358,0.002665,0.011722,0.017974,0.024926,0.009997,0.021987,0.041841,0.007024,0.335553,0.044510,0.032298,0.345835,0.008475,0.069775,2.265016,0.726927,0.542903,0.336686,0.373136,0.295400,0.245203,0.232070,0.217904,0.194090,0.190458,0.170495,0.171125,0.021898,0.011689,0.024327,0.017878,0.026490,0.008744,0.018170,0.003703,0.012534,0.015731,0.018712,0.011255,0.007828,UBM_King
0.082032,0.016565,3.102156,0.159597,0.183468,0.670852,0.012931,0.125374,-24.809677,2.458933,-0.044510,0.350978,0.112293,0.135268,0.073458,-0.066110,0.032109,0.133646,-0.013585,0.092888,0.048437,0.009246,0.004459,0.039551,0.010262,0.068964,0.008642,0.057984,0.002480,0.005693,0.014414,0.018178,0.005434,0.031244,0.049994,0.009825,0.205149,0.045700,0.027870,0.475073,0.010812,0.105315,0.902157,0.563033,0.506841,0.369998,0.321203,0.276429,0.251163,0.233283,0.224548,0.216741,0.200376,0.191056,0.184126,0.009902,0.005980,0.038645,0.009123,0.055965,0.009456,0.039545,0.003505,0.006648,0.013972,0.013923,0.006862,0.014035,UBM_King
0.210613,0.011407,3.109200,0.252449,0.168089,1.701520,0.007448,0.302437,-26.120260,-0.249879,-0.224972,-0.082980,-0.448037,-0.038908,-0.519343,-0.111549,-0.313373,-0.141786,-0.122147,0.075328,0.090398,0.006130,0.005699,0.008577,0.013008,0.011047,0.012747,0.010526,0.003057,0.010881,0.006567,0.007291,0.005649,0.011564,0.050718,0.015104,0.230950,0.036457,0.017965,0.362888,0.004759,0.069660,1.563773,0.620053,0.570892,0.397957,0.335039,0.343935,0.316093,0.277985,0.265851,0.300003,0.345842,0.328194,0.299583,0.007453,0.007266,0.009419,0.015703,0.012488,0.015782,0.014192,0.003254,0.015622,0.008267,0.010522,0.008091,0.008843,UBM_King
0.109104,0.034970,3.104691,0.191681,0.194730,0.791176,0.015794,0.167398,-24.303106,2.363147,-0.417591,-0.107773,-0.120768,0.101751,0.074735,0.130758,-0.131439,-0.066742,-0.146429,-0.140021,-0.151772,0.021202,0.008773,0.025173,0.013607,0.018135,0.010701,0.031635,0.007130,0.011379,0.021187,0.022471,0.005106,0.023403,0.067435,0.026341,0.220680,0.065378,0.035830,0.540851,0.010515,0.135199,1.524974,0.775311,0.850146,0.531133,0.435242,0.372073,0.313183,0.273345,0.276712,0.255467,0.247265,0.255436,0.256388,0.025422,0.013736,0.025942,0.016631,0.020625,0.015219,0.033785,0.013690,0.016856,0.022580,0.025406,0.007142,0.011492,UBM_King
0.173190,0.012408,3.092738,0.244049,0.201601,1.328215,0.009839,0.282420,-27.140474,1.596349,-0.013433,-0.436308,-0.185854,0.168637,-0.069565,-0.169417,-0.079726,0.004057,-0.011509,-0.063335,-0.136107,0.015831,0.005843,0.014703,0.010851,0.012111,0.014315,0.020996,0.007867,0.013334,0.017896,0.016583,0.008341,0.016582,0.080479,0.016203,0.266216,0.066754,0.027043,0.616377,0.006928,0.149265,2.107160,0.701227,0.705063,0.451348,0.376527,0.327204,0.272911,0.241047,0.231539,0.217865,0.208755,0.218252,0.219583,0.016476,0.007773,0.014871,0.012344,0.013383,0.016949,0.021633,0.012957,0.016711,0.017870,0.016589,0.011140,0.009738,UBM_King
