11,0,4
34,0,4
40,0,11
55,0,2
64,0,2
82,0,2
87,0,12
106,0,2
142,0,11
189,0,3
194,0,2
198,0,2
225,0,8
314,0,2
336,0,2
346,0,8
383,0,2
389,0,5
444,0,2
484,0,2
550,0,2
567,0,2
575,0,8
702,0,2
709,0,4
823,0,3
876,0,2
922,0,3
927,0,2
976,0,3
986,0,2
1064,0,4
1122,0,2
1357,0,11
1469,0,2
1505,0,2
1575,0,2
1642,0,4
1712,0,3
1718,0,6
1734,0,2
1766,0,2
1799,0,7
1910,0,7
1940,0,11
1969,0,2
2000,0,2
2089,0,8
2099,0,23
2125,0,9
2138,0,29
2169,0,6
2177,0,5
2186,0,4
2194,0,5
2205,0,3
2212,0,2
2220,0,3
2248,0,2
2255,0,2
2288,0,3
2298,0,2
2305,0,2
2320,0,3
2325,0,4
2332,0,8
2350,0,29
2385,0,3
2407,0,5
2421,0,3
2431,0,8
2441,0,3
2447,0,2
2452,0,4
2458,0,2
2480,0,4
2504,0,3
2509,0,2
2523,0,6
2534,0,3
2557,0,4
2574,0,5
2581,0,2
2587,0,5
2594,0,3
2599,0,2
2608,0,2
2620,0,6
2628,0,3
2633,0,7
2647,0,4
2657,0,10
2684,0,16
2703,0,35
2743,0,34
2779,0,2
2789,0,11
2803,0,5
2843,0,30
2889,0,6
2897,0,2
2903,0,5
2914,0,4
2920,0,3
2929,0,8
2955,0,7
3031,0,3
