24,0,6
51,0,10
64,0,11
78,0,11
93,0,7
113,0,6
125,0,2
138,0,2
151,0,2
157,0,2
174,0,3
194,0,4
200,0,8
214,0,4
255,0,2
265,0,2
270,0,3
305,0,3
312,0,2
348,0,2
353,0,3
365,0,2
394,0,5
424,0,2
430,0,2
496,0,4
524,0,3
529,0,14
550,0,6
566,0,5
581,0,10
601,0,23
639,0,2
654,0,3
666,0,6
679,0,12
693,0,17
712,0,6
721,0,2
725,0,12
745,0,2
752,0,3
757,0,3
763,0,2
767,0,12
787,0,2
800,0,5
807,0,2
820,0,7
829,0,2
833,0,3
842,0,2
846,0,6
861,0,4
873,0,12
893,0,7
904,0,6
939,0,12
956,0,3
962,0,5
970,0,20
1010,0,2
1015,0,2
1020,0,3
1025,0,2
1038,0,6
1050,0,7
1063,0,13
1084,0,4
1117,0,7
1126,0,11
1139,0,9
1154,0,10
1166,0,2
1177,0,3
1189,0,3
1199,0,2
1208,0,6
1219,0,7
1229,0,11
1244,0,9
1255,0,8
1267,0,3
1283,0,4
1289,0,10
1302,0,7
1315,0,2
1321,0,14
1341,0,7
1353,0,2
1361,0,7
1375,0,5
1387,0,2
1392,0,8
1404,0,7
1417,0,12
1523,0,3
1575,0,2
1579,0,4
1632,0,2
1664,0,4
1684,0,2
1691,0,4
1732,0,2
1756,0,2
1768,0,2
1780,0,2
1801,0,4
1813,0,2
1822,0,4
1833,0,2
1897,0,6
1906,0,2
1912,0,2
1916,0,4
1931,0,3
1960,0,5
1969,0,2
1982,0,4
1989,0,2
1997,0,5
2005,0,2
2022,0,2
2031,0,3
2038,0,2
2044,0,2
2052,0,21
2088,0,8
2100,0,2
2118,0,6
2135,0,6
2156,0,2
2168,0,3
2173,0,2
2179,0,2
2183,0,2
2198,0,7
2207,0,8
2218,0,11
2237,0,10
2255,0,6
2263,0,6
2283,0,2
2288,0,16
2307,0,17
2332,0,3
2340,0,17
2361,0,3
2370,0,10
2387,0,9
2399,0,4
2406,0,12
2420,0,4
2426,0,3
2433,0,20
2455,0,2
2461,0,2
2465,0,2
2469,0,7
2485,0,4
2495,0,2
2501,0,27
2535,0,14
2553,0,2
2557,0,12
2579,0,14
2597,0,7
2629,0,17
2653,0,12
2669,0,12
2684,0,5
2694,0,7
2708,0,9
2723,0,10
2738,0,4
2747,0,2
2751,0,13
2769,0,12
2784,0,18
2809,0,15
2826,0,3
2833,0,2
2837,0,4
2845,0,11
2866,0,7
2878,0,11
2904,0,2
2910,0,2
2952,0,6
2960,0,10
2972,0,16
3002,0,7
3021,0,6
3029,0,3
3040,0,2
3047,0,5
3063,0,3
3068,0,5
3077,0,2
3081,0,4
3088,0,7
3246,0,2
3262,0,2
3278,0,2
3297,0,7
