0,0,1
5,0,5
21,0,2
32,0,4
50,0,3
96,0,2
102,0,2
120,0,8
130,0,9
144,0,13
161,0,3
170,0,3
183,0,6
227,0,2
261,0,3
268,0,8
285,0,2
292,0,2
298,0,2
311,0,2
328,0,4
344,0,5
381,0,4
390,0,2
417,0,8
427,0,2
436,0,7
454,0,2
463,0,2
467,0,2
478,0,4
489,0,5
510,0,8
520,0,4
541,0,8
551,0,5
558,0,3
572,0,2
576,0,4
589,0,4
608,0,2
618,0,5
643,0,3
668,0,2
674,0,2
679,0,2
688,0,3
709,0,3
718,0,2
733,0,2
743,0,2
758,0,2
781,0,4
792,0,2
798,0,9
812,0,5
820,0,2
847,0,7
872,0,11
887,0,4
895,0,2
905,0,5
918,0,6
932,0,9
944,0,2
953,0,2
966,0,2
970,0,2
1011,0,5
1018,0,2
1022,0,3
1031,0,8
1041,0,25
1068,0,4
1074,0,8
1101,0,2
1118,0,2
1125,0,6
1145,0,6
1179,0,2
1217,0,2
1228,0,3
1234,0,18
1256,0,14
1297,0,3
1305,0,7
1319,0,5
1351,0,2
1372,0,4
1381,0,5
1388,0,4
1402,0,5
1421,0,3
1440,0,3
1449,0,2
1457,0,5
1494,0,4
1504,0,4
1516,0,4
1543,0,2
1580,0,2
1587,0,4
1600,0,2
1605,0,5
1612,0,4
1619,0,4
1644,0,3
1650,0,2
1657,0,7
1668,0,2
1695,0,2
1707,0,5
1720,0,2
1725,0,8
1767,0,9
1778,0,2
1789,0,5
1801,0,7
1813,0,2
1817,0,3
1835,0,3
1851,0,15
1873,0,21
1899,0,13
1921,0,5
1928,0,14
1951,0,4
1963,0,6
1973,0,3
1985,0,8
2012,0,4
2019,0,3
2033,0,2
2039,0,3
2045,0,3
2064,0,2
2068,0,3
2073,0,5
2080,0,4
2109,0,2
2121,0,3
2129,0,2
2142,0,4
2157,0,3
2166,0,4
2172,0,5
2181,0,6
2191,0,2
2196,0,2
2212,0,5
2236,0,2
2243,0,7
2268,0,7
2285,0,12
2299,0,12
2317,0,8
2355,0,2
2374,0,4
2382,0,2
2398,0,12
2412,0,2
2416,0,6
2429,0,5
2441,0,7
2454,0,3
2459,0,7
2503,0,2
2518,0,5
2530,0,2
2540,0,2
2545,0,3
2552,0,2
2556,0,3
2572,0,8
2583,0,4
2608,0,2
2614,0,16
2644,0,5
2651,0,2
2659,0,5
2682,0,2
2706,0,4
2717,0,2
2721,0,15
2738,0,3
2743,0,3
2749,0,4
2762,0,4
2783,0,4
2801,0,10
2823,0,8
2862,0,3
2867,0,6
2878,0,9
2891,0,4
2904,0,4
2920,0,2
2931,0,2
2939,0,4
2950,0,4
2963,0,4
2974,0,6
2982,0,2
2986,0,8
3015,0,21
3044,0,2
3090,0,2
3154,0,2
3158,0,19
3184,0,44
3232,0,2
3241,0,5
3267,0,3
3274,0,2
3286,0,4
3299,0,10
3316,0,3
3323,0,12
3353,0,5
3361,0,2
3365,0,5
3372,0,9
3383,0,47
