6,0,12
22,0,2
29,0,2
41,0,4
76,0,5
386,0,2
393,0,7
409,0,3
429,0,2
456,0,2
471,0,2
476,0,3
491,0,2
506,0,5
515,0,3
530,0,8
583,0,2
588,0,7
602,0,10
638,0,5
649,0,3
657,0,2
663,0,3
676,0,3
687,0,2
691,0,4
702,0,2
710,0,9
729,0,4
753,0,4
780,0,9
802,0,2
810,0,4
819,0,3
830,0,6
840,0,2
844,0,2
848,0,4
860,0,9
875,0,3
880,0,4
891,0,5
910,0,7
937,0,6
946,0,4
953,0,5
961,0,2
972,0,3
983,0,2
992,0,2
997,0,4
1003,0,6
1017,0,6
1025,0,6
1035,0,7
1051,0,3
1059,0,3
1066,0,4
1076,0,6
1088,0,3
1094,0,2
1100,0,3
1112,0,2
1127,0,2
1138,0,6
1149,0,6
1157,0,5
1164,0,5
1179,0,2
1190,0,2
1198,0,2
1202,0,16
1231,0,2
1238,0,6
1246,0,8
1271,0,7
1291,0,4
1311,0,5
1324,0,3
1334,0,4
1352,0,2
1372,0,3
1377,0,5
1388,0,2
1430,0,2
1454,0,5
1479,0,2
1521,0,2
1529,0,3
1671,0,2
1707,0,2
1738,0,2
1753,0,2
1760,0,4
1800,0,2
1845,0,2
1893,0,22
1917,0,7
1926,0,3
1937,0,2
1945,0,3
1950,0,13
1977,0,2
1990,0,2
1998,0,4
2013,0,3
2022,0,2
2057,0,3
2065,0,4
2074,0,3
2089,0,3
2098,0,2
2105,0,3
2114,0,2
2120,0,4
2145,0,2
2274,0,3
2281,0,3
2320,0,5
2329,0,3
2371,0,2
2531,0,2
2540,0,2
2555,0,2
2570,0,9
2632,0,4
2685,0,3
2702,0,2
2731,0,4
2779,0,3
2934,0,2
2971,0,2
3013,0,2
3019,0,5
3071,0,2
3126,0,3
3206,0,5
3282,0,8
3310,0,6
3323,0,2
3334,0,2
3349,0,2
3365,0,5
3395,0,2
3417,0,2
3428,0,2
3451,0,3
3493,0,2
3509,0,2
3518,0,9
3529,0,4
3547,0,5
3559,0,7
3571,0,4
