4,0,2
10,0,11
27,0,2
59,0,2
74,0,5
89,0,2
98,0,3
128,0,2
133,0,2
161,0,2
168,0,2
211,0,2
247,0,6
260,0,2
264,0,12
303,0,2
313,0,5
323,0,2
331,0,4
369,0,4
395,0,3
415,0,2
434,0,12
492,0,3
508,0,2
530,0,2
543,0,2
572,0,3
583,0,3
603,0,5
612,0,5
648,0,2
665,0,2
692,0,2
700,0,3
719,0,2
724,0,6
737,0,7
749,0,4
762,0,2
766,0,2
841,0,3
851,0,2
865,0,2
884,0,4
901,0,7
919,0,2
939,0,4
949,0,2
955,0,2
989,0,5
1000,0,2
1026,0,2
1030,0,2
1064,0,2
1089,0,2
1170,0,2
1218,0,2
1227,0,6
1242,0,3
1306,0,6
1343,0,3
1359,0,2
1418,0,2
1448,0,5
1486,0,13
1502,0,3
1509,0,6
1564,0,2
1601,0,2
1686,0,8
1700,0,2
1704,0,3
