10,0,8
20,0,2
38,0,4
45,0,2
60,0,5
168,0,10
232,0,2
379,0,3
487,0,3
495,0,2
505,0,2
525,0,2
575,0,2
592,0,2
790,0,2
943,0,2
1032,0,2
1207,0,2
1220,0,8
1243,0,10
1272,0,11
1291,0,4
1300,0,5
1310,0,6
1321,0,2
1328,0,2
1335,0,7
1360,0,2
1364,0,6
1372,0,2
1389,0,15
1406,0,5
1424,0,4
1431,0,7
1443,0,6
1451,0,3
1457,0,16
1477,0,7
1486,0,16
1504,0,10
1520,0,4
1547,0,3
1564,0,2
1608,0,2
1633,0,2
1699,0,4
1719,0,2
1729,0,6
1767,0,2
1783,0,3
1818,0,4
1826,0,5
1834,0,3
1841,0,2
1848,0,2
1882,0,9
1916,0,7
1941,0,8
1956,0,3
1963,0,3
1972,0,3
1981,0,8
1998,0,6
2011,0,2
2080,0,6
2100,0,3
2115,0,4
2135,0,2
2144,0,2
2159,0,3
2195,0,2
2200,0,3
2210,0,3
2220,0,3
2345,0,9
2356,0,13
2383,0,3
2389,0,3
2396,0,4
2406,0,3
2416,0,2
2426,0,6
2440,0,5
2447,0,2
2452,0,3
2459,0,6
2470,0,3
2476,0,2
2484,0,3
2489,0,2
2494,0,10
2523,0,2
2527,0,8
2542,0,4
2565,0,3
2575,0,2
2669,0,3
2699,0,2
2709,0,3
2758,0,2
2775,0,8
2786,0,7
2816,0,5
2829,0,9
2854,0,4
2870,0,4
2985,0,5
3017,0,2
3029,0,3
3039,0,4
3051,0,2
3069,0,2
3081,0,3
3088,0,2
3403,0,2
3430,0,2
3463,0,2
3472,0,4
3485,0,6
3494,0,7
3504,0,7
3522,0,2
3545,0,2
3570,0,2
3574,0,2
3599,0,4
