37,0,4
53,0,2
176,0,2
301,0,2
437,0,2
516,0,2
765,0,2
879,0,2
975,0,4
984,0,2
1002,0,2
1022,0,3
1043,0,5
1123,0,15
1142,0,5
1149,0,6
1163,0,2
1174,0,5
1185,0,2
1205,0,3
1213,0,3
1230,0,5
1238,0,2
1339,0,3
1386,0,3
1413,0,2
1424,0,4
1468,0,2
1476,0,4
1747,0,16
1766,0,2
1772,0,4
1781,0,13
2060,0,2
2517,0,5
2592,0,23
2637,0,2
2755,0,2
2842,0,8
2941,0,6
2949,0,25
2976,0,3
2986,0,8
3035,0,4
3119,0,2
3126,0,2
3146,0,2
3184,0,2
3190,0,3
3198,0,3
3204,0,13
3219,0,2
3236,0,2
3240,0,5
3312,0,6
3321,0,3
3333,0,3
3345,0,4
3351,0,3
3358,0,11
3393,0,3
3426,0,4
3432,0,2
3471,0,2
3480,0,2
3565,0,2
3578,0,7
