8,0,11
43,0,72
118,0,1
138,0,6
192,0,12
248,0,7
266,0,2
284,0,6
339,0,7
385,0,7
416,0,3
440,0,4
463,0,2
486,0,5
505,0,4
544,0,4
573,0,8
612,0,7
637,0,17
675,0,23
754,0,11
801,0,12
841,0,7
859,0,24
930,0,6
953,0,7
970,0,3
991,0,7
1017,0,4
