assets_id,identifier,Sony Ci
3555747,cpb-aacip/309-56932470,7717e32e226147f5a49ad7bf71573963
82730,cpb-aacip/189-68kd57j0,3e33fa08b45c4e8e8bc57fb48abdfd86
3434074,cpb-aacip/394-05s7h8n0,e9ed7e9c6e8f4d549499a0b7beadef55
4842262,cpb-aacip/500-js9h8805,357721b3db8245d89ad9a12d8ca30180
4153342,cpb-aacip/15-149p8m99,53182ff2291040c1a3304fd91c3b04d5
1003646,cpb-aacip/55-06sxmj8d,c60a664542f146bc9e07698e25717f96
4840566,cpb-aacip/500-cn6z1b9k,615fb94dcb7849c89ba2358ddeeba1a8
4849002,cpb-aacip/15-90k26b35,a0735c4ce3bd4ca2a07e7974ad30f7c2
4854107,cpb-aacip/15-x639z90r9f,3503d1e6ed3141d2be38855dee0f0bcd
4847744,cpb-aacip/15-9j09w39x,383526bd87ae4fb4a6aced61a9f924d9
4842589,cpb-aacip/500-m32n9z95,d89b687029df4b84aaeff0a5cb747936
1754318,cpb-aacip/398-07gqnppx,67345d5033404b32b04bf7744dff1205
2148522,cpb-aacip/41-61rfjdk8,7f38f04db5e542438c99d4f2e6aaceef
2060375,cpb-aacip/43-81wdcb6p,ab0a81f998e548abbc9e37f92222615b
4857254,cpb-aacip/15-b56d21rq0m,6a4c3ce0ec6f4235a9016152089bf101
4911384,cpb-aacip/15-ft8df6kq2k,385ffd107536416f8bc355376a2e97d0
1982800,cpb-aacip/41-720cgmfw,d3a9793141924f73924ee79fc16d19bf
4854556,cpb-aacip/15-ww76t0h97n,1bde314f9b424626b5922f874cfcf8a6
976054,cpb-aacip/37-69m37zpd,69e151ff74f94e06a2fcc8926dc476c2
970693,cpb-aacip/37-26m0cjfz,c96111745a1d43a9b3556af27403f658
4849762,cpb-aacip/15-8p5v698b5r,321bf2620ed64543b6bcfd4ea8ce09cf
2000827,cpb-aacip/41-0644jcjd,53dfb8ba23e74651aeba3c5ade61fb05
4853296,cpb-aacip/15-pr7mp4vw44,b51cbc72533040049ab6c7d7042660ad
4856466,cpb-aacip/15-4m91834630,3390437dea7640b59e5f252aeb8d8209
79787,cpb-aacip/189-95j9kpk0,cae5521dc9424e5a8ecfd34cbf9bd732
4692979,cpb-aacip/259-833mzw2z,cb046e2d03fe45fe9f773000ac82c155
3006766,cpb-aacip/83-45cc2sgx,5ca3773b67c2422998ccb82572e59caa
3617122,cpb-aacip/77-45cc3jpc,b035cfad89d74f97acca03e124265229
4853121,cpb-aacip/15-9g5gb1xk8b,64c104ffe231453fbdbe399f02c650c6
1949931,cpb-aacip/80-18rbpmfg,249daf2f92d74a468e098c6b6d1fe6cf
1453965,cpb-aacip/75-698679dc,2210e78005be457b89d1af70eb7e9c05
4890110,cpb-aacip/28-s17sn01k2k,723a9baaf4294fe8bec0a4eecd1e9f1b
4150896,cpb-aacip/15-17qnkjxk,8e874979bc8049f0b5614284069fce66
4910345,cpb-aacip/15-pn8x922567,009f1e9769494fb1b6dc29bfd85565d3
4894585,cpb-aacip/16-qf8jd4q62w,3f2c05e067a84b52970b6e9a3ada0439
4891215,cpb-aacip/55-3x83j39935,4df6ef583d4345c98d471704c7092ada
3285782,cpb-aacip/23-36tx99q7,7b82105e011245c692c26c933fc7ee3e
