assets_id,identifier,Sony Ci
3276106,cpb-aacip/77-9673pd82,d2807c7a6e1145c8808ca8f7b41f6355
4842507,cpb-aacip/500-p843w86n,7e9aff76c2fb4cb69dc2622cb70da13b
4674965,cpb-aacip/259-ms3k0k6t,7b2835c5c4cb4eba8f41ff86109c7281
4841187,cpb-aacip/500-fb4wn72b,ddbf8b83340a4c218af7d64fb1c09791
2087074,cpb-aacip/43-54kkwx4t,15bbe1c190b0412eaf0eab60e79c99f7
4891004,cpb-aacip/55-cj87h1f006,66e3d5507cee4dd8a4eaf4ba10184523
3094877,cpb-aacip/50-39k3jg1k,6000055d16464f8d81d03e6bc3db1472
983779,cpb-aacip/20-04rjdgrs,e24fd219242b46dbb462b4028c4a95b7
4889381,cpb-aacip/43-zc7rn30r50,c3e96e2a50d342d18ffb0481cc90e089
4910519,cpb-aacip/15-6t0gt5fx6d,0bacbbd29f67495aa8b2e28e866099d5
4151771,cpb-aacip/15-278sfjgs,79d33664e24b4cfa9a67dd6211922ff5
4214266,cpb-aacip/15-5269pnkq,6f28ed72957244e1902ee993ad706386
1046571,cpb-aacip/29-71ngf9pg,d03b7402dddf4a34aa4ceb7daeafff85
2000088,cpb-aacip/41-00ns1x1j,14c32c97c9ef4e729491c9953865b503
4859668,cpb-aacip/15-fn10p0x18k,1e0c9148b5ca4b6681e5865f6db792d5
4360735,cpb-aacip/15-182jmgbf,e9832d52e52d4bd491aaad6665459715
4859791,cpb-aacip/15-jq0sq8qr26,d6fa1985d9104508b724612056a71876
1646974,cpb-aacip/301-45q83gtb,0a4e8915ac3648ea996f7acea772171a
4845816,cpb-aacip/500-xw47vb9n,040caa2b60c84965a8d4eca8375e3b15
3603338,cpb-aacip/211-72b8h7w9,8cfa44c06de64647a745356ba6a2b54d
3556621,cpb-aacip/309-89d51n0t,b51de726718d4b399c5e53eb3291fbf2
3556519,cpb-aacip/309-085hqcvx,990973f843ac4f84b1b1f91e58732701
4856474,cpb-aacip/15-3n20c4sp3b,af8ff54f644b41388a6ae7088f3751b2
18278,cpb-aacip/378-02q573x0,69d3e110663a4be1812fc1ed09f00d09
4851461,cpb-aacip/15-s17sn01c09,91cc920eb7774ba5babd399f41ad9695
2116757,cpb-aacip/16-54kkwrd5,203e1713ad68407183dd48133e8ff765
2231797,cpb-aacip/41-86nzsrtp,e4d4d148541f4754aade7e6bd889acc7
970945,cpb-aacip/37-042rbrk3,3525d10634b14244aefb6a260749f85a
4839942,cpb-aacip/500-639k799x,c9465ff0a7c445a4b4639db0b72b7789
4888607,cpb-aacip/43-zc7rn30r3c,66ba843b491c4e52b119735e16ebc2ed
4700044,cpb-aacip/259-gf0mw87p,7191ab93620e41d99bee2fd0215812b1
3617118,cpb-aacip/77-10jszjpn,b49f5c584eda4a0fb762e670d29e6fb3
3435910,cpb-aacip/394-4302vhhv,d2715d84c43f43b48545f9474fdb1b6e
1945173,cpb-aacip/80-8380h2r9,249daf2f92d74a468e098c6b6d1fe6cf
4894191,cpb-aacip/16-mp4vh5cx9c,d98b8dba179b463cb1592488f02b6cfd
3569740,cpb-aacip/217-96wwq819,d6b5bd1eb2124259bcd6aba2d844f118
4932470,cpb-aacip/37-2n4zg6gb4p,0fff8b5070d4491d918305071746742b
649488,cpb-aacip/120-08v9s8ds,6f4cca14ec00401eae73998c6f34ec61
4728041,cpb-aacip/259-b56d5964,0e0a4a3c7ca844eaa19810b4d061f8b9
4679402,cpb-aacip/259-cf9j6f82,9c6717780aeb4dde93aa02efe3be599a
449214,cpb-aacip/384-558czgqz,ed39ace6722647889b903dbbe736b2b8
1586319,cpb-aacip/138-99n2zgg0,83344613b42048ab9b4922ffa0a97440
4448791,cpb-aacip/15-80vq8j7b,b95fc41e07034b5799ce5308f0ffe1bd
44023,cpb-aacip/254-80ht7ff2,ce9422d15d58445ca1e49ff4373ec7a1
4850869,cpb-aacip/15-833mw28f4x,27f29e9116584df8bf54ddbbb9a0749b
3557602,cpb-aacip/309-03qv9sv5,43b349bec7214323b704e4e3411c8bf5
1885055,cpb-aacip/398-59q2c4pn,4e96363cd5de4aea94ccebee49a99af2
1583100,cpb-aacip/138-67jq2nj7,739f1fc05f304edeb905c4b88b890228
3556862,cpb-aacip/309-79v15ntf,98728d56cea64d7c971a9a4658ac1e44
4478267,cpb-aacip/15-27zkhbbv,0bb13622c7884a9da545dec556a84930
2963118,cpb-aacip/147-34sj3z6m,359ee15c3de341ae8d32bef2d4a84655
3247699,cpb-aacip/77-11kh29nm,3e73f3dbb9fc419f98104718d2a2ddf9
3080020,cpb-aacip/86-95w6mkzk,b7d43f7257304185878356b450d49701
1579924,cpb-aacip/138-73pvmpht,477dc9da80cf43ccbbfab348492218d8
4453207,cpb-aacip/15-375tbdcn,919ae33b6e4c43e0a831c673cf5a4cf5
637440,cpb-aacip/120-977sr7cz,66cf3fd079b444379a8304ff3167612a
4840188,cpb-aacip/500-5x25fr4p,1728e92d093b494cbe96f3f3beb81e0b
4910202,cpb-aacip/15-5h7br8mz2f,03dfa83c6d364ba4b0dd0e9be7360673
4150886,cpb-aacip/15-25x69z8h,32c7f0ec9c604fe28bee5057d41e0ce5
4839981,cpb-aacip/500-8s4jr20p,1b7dfb6dcd7e483083d3b732e6361ba1
2222059,cpb-aacip/80-29b5n72h,4734983bd7144fb49800743f7ff0bf4c
1450423,cpb-aacip/88-69m37wzx,b4b072037a4444068dde8ee3a064e7a9
4893446,cpb-aacip/16-w08w95154r,bc43e3590778437580fa2d8662883ca9
3621677,cpb-aacip/78-49t1gkz5,9910cba14f6044b6a2c45221b582d6c0
971552,cpb-aacip/37-54kkwp88,a316669007924ac3b45aec187325ce5a
2193692,cpb-aacip/43-30prrdtv,b58191d7309c4ba4984dc9d3bc26cfb6
649895,cpb-aacip/120-53wsv000,819e4f4a862643068066107be7352c87
41181,cpb-aacip/254-13905rpn,fb0c683076064a4e9f3a04cac651a2bd
2045493,cpb-aacip/43-79v15r75,3bc9b9acca16454791f1c2f8c9af5366
2137003,cpb-aacip/80-278sfszm,4bc58ec8c1584ca39e2bf79fc71229e7
282009,cpb-aacip/17-60cvfkpj,bce33e10cbd54a869a750f6e9b9ca290
