5.006257822277847269e-02,1.729243237307430587e-04,2.790992475988808508e+00,2.055993856390532781e-01,2.210537043665560530e-01,4.262268721098205759e-01,4.468889480136467238e-03,7.549999999999998379e-02,-3.214082260093816501e+01,2.303891328836761065e+00,-2.784937600851445927e-01,2.041000621789964831e-01,-2.281690756621080306e-03,5.806454995750311848e-02,-2.723750093732151684e-02,1.047797251766521970e-01,2.371221287227054039e-02,-2.859394573467860523e-02,9.182477443647751869e-03,1.207643955389949009e-01,2.636002220777567406e-01,6.243218802531529978e-03,2.290765928116711252e-03,7.910856458673788671e-02,2.139520772662853454e-02,6.234869002887459891e-03,1.098654011272738075e-02,8.332004204160745053e-02,1.495203461429273116e-03,6.335128518499813163e-03,4.663637558231780236e-03,9.187017192524739653e-03,1.959963025838007411e-03,2.866663281749607869e-02,1.447709010355069381e-02,1.570976655326629737e-04,9.230796053877990959e-01,9.240636995915012253e-02,2.795754081384297512e-02,1.341733436106715138e-01,4.267185776112725031e-03,2.687470930075337716e-02,5.542049351492432940e+00,7.984878881609308587e-01,2.226642830194082157e-01,1.521675574937816078e-01,1.656594956660744633e-01,9.713775019551837420e-02,1.355961992001129546e-01,1.076543452123603778e-01,1.282364802943426474e-01,7.310222964454245187e-02,1.193484823162095088e-01,1.641629510116930091e-01,1.819830121007929014e-01,4.315535532854923063e-03,1.847362513468116946e-03,2.851691457846093625e-02,8.352854277622416210e-03,4.041571150580051779e-03,9.778953823398564560e-03,3.163929196136230221e-02,1.540567401028304379e-03,3.296041409275521448e-03,4.737117310533234434e-03,6.009411800124929946e-03,1.612800180961295165e-03,1.080301749334571133e-02
4.881101376720901192e-02,3.440676362065719462e-04,2.960239905354430601e+00,1.663748980011420797e-01,2.087770019083722006e-01,3.792340867331268628e-01,5.224301955862790600e-03,7.499999999999999722e-02,-3.002251293001232213e+01,2.802201115831200351e+00,-2.401955341291780177e-01,8.643664994826887049e-02,-6.797900353378507829e-03,1.032287220154213536e-01,-5.201688723071541676e-02,5.423568285704553904e-02,-4.018329056427614315e-02,1.798677950228569269e-03,9.730017439881891855e-03,1.733046794793287326e-01,2.717607908906484737e-01,1.050273124029288060e-02,2.281718004959650600e-03,8.245961579518965023e-02,2.447031514278789552e-02,9.814692060860365219e-03,9.200667313401033470e-03,8.925524632136420944e-02,1.252108806001819797e-03,7.116151015722040236e-03,8.289069800055146736e-03,1.020091561021137586e-02,2.534142566971041809e-03,3.091698005986221603e-02,6.357158998348081194e-03,4.700571883779501364e-04,6.265189272577725843e-01,3.109939606515052177e-02,2.537754985157170823e-02,1.276185286498497107e-01,6.137923864195479924e-03,1.018577439373167734e-02,8.372685068658868301e-01,6.962685324316707502e-01,2.436344095929428022e-01,1.061665624013480580e-01,2.413932595523453906e-01,1.568166403012502541e-01,4.556395620025996407e-02,1.427440982831834904e-01,1.263845957994050584e-01,1.097017762827471876e-01,1.424669206863904691e-01,1.914480729704351458e-01,1.401187275115332032e-01,1.039845711300520920e-02,2.090119192339347665e-03,2.495630477447112125e-02,6.788283495941485786e-03,1.031629710520682100e-02,8.371163341941339001e-03,3.190577796760581814e-02,1.349553238476638040e-03,3.693477832518379453e-03,8.522803239093237199e-03,9.385331020893951728e-03,1.948698386332569244e-03,9.363240804568141382e-03
6.020025031289111261e-02,1.265979445444999655e-03,2.969491938059737546e+00,1.816580970689188890e-01,2.133526527955786345e-01,5.728222933646144321e-01,4.243891419366227144e-03,9.925000000000000488e-02,-2.944330954335474004e+01,2.411697689736092887e+00,-2.907654553704964173e-01,2.210278432352594247e-01,6.645303048363324083e-02,9.580693346765911667e-02,-5.249257510336093058e-02,9.478275341119184183e-02,-3.392747924765921602e-02,-2.082173862726237681e-02,8.025247780919649021e-02,1.636963901346411565e-01,3.016166485559911847e-01,9.546577840877007448e-03,2.382907498485245350e-03,7.493478115896576308e-02,2.176634062016558069e-02,1.025743320928617155e-02,9.576162758679267889e-03,8.781667192471738492e-02,9.228866998455054812e-04,8.993484286369160530e-03,8.387987336657206847e-03,1.071817338191522438e-02,2.361004372089189635e-03,2.919643692685491843e-02,1.631312368006572824e-02,3.282021420398830748e-03,5.826818063433540917e-01,3.038365402852204536e-02,2.388021536896517416e-02,2.440789822882725446e-01,2.478298998738399147e-03,3.925955297758750712e-02,1.834808270102524563e+00,4.552298513310732986e-01,2.372625317601512740e-01,1.118562764838288981e-01,1.786849450392170857e-01,1.438024369465084329e-01,1.031218046681262740e-01,1.150085697426551090e-01,1.118851564528071663e-01,1.125448703153884289e-01,1.041573174690549747e-01,1.303530925516048766e-01,1.238580071369669994e-01,1.469522596975655557e-02,1.484680828553914655e-03,1.463050517846650918e-02,4.375176500249850810e-03,7.844295832805724816e-03,3.908398475252000508e-03,2.990164484363229055e-02,6.675345240952042019e-04,4.422151128188883153e-03,5.948916608029571410e-03,7.024132734358190348e-03,2.371902634688807104e-03,6.711254696139047279e-03
1.110137672090112659e-01,2.591337859215533555e-04,3.059928636436965554e+00,2.064224450323178250e-01,2.003297827631417560e-01,1.230121515981699831e+00,4.114281518766676332e-03,1.932500000000000051e-01,-2.881806004266503152e+01,1.651339562474004596e+00,-3.408758907333718779e-01,1.020552321327994061e-01,-1.229637047337576172e-01,9.155619941590216471e-02,-6.021334508504670030e-02,3.201947504756606083e-02,-8.827320305022583191e-02,-1.699614204403904552e-02,7.725096632912313577e-02,1.149576474648532354e-01,1.599032458519831779e-01,8.900395977277670428e-03,5.029435297393732539e-03,5.272251586882856916e-02,2.469408461951068043e-02,1.416230174700635128e-02,9.000914408909372125e-03,4.132558522069971346e-02,3.309462221391516659e-03,8.350774731817684621e-03,9.569550762297212784e-03,1.140363684873297277e-02,5.552093711655660749e-03,1.700131170926857949e-02,1.260357099402290883e-02,2.413089182470383573e-04,3.675161290268975645e-01,1.897695996008043340e-02,1.267421999359679037e-02,2.140900744369264863e-01,2.273134890058060246e-03,2.943318705135412536e-02,9.444871536541653567e-01,2.948842750875567131e-01,2.460286979869257540e-01,2.647205168374843764e-01,3.380677717047296249e-01,2.502849424812108592e-01,1.972677071080964906e-01,7.411732362878731273e-02,1.727398656660626142e-01,1.761185474048040933e-01,1.167424226133335213e-01,8.234559061593452189e-02,1.793982909336136189e-01,5.488017005189575748e-03,3.415961123493609346e-03,1.861595273758335015e-02,1.231721671175504962e-02,6.475016280226288459e-03,8.847306528476291468e-03,1.797371138817713959e-02,2.313205978914899697e-03,4.419480377718728627e-03,6.142699813807665950e-03,7.328631451630377575e-03,3.291644490152454468e-03,4.872583505494839339e-03
1.050062578222778348e-01,3.542401891196140466e-03,3.122924266520032965e+00,1.982273567228143851e-01,1.967054926762767386e-01,1.060580494336069046e+00,9.907833557134482216e-03,1.977500000000000091e-01,-2.665025790766972591e+01,1.693359149057767521e+00,-6.800178284780998561e-02,1.362682701567539956e-01,-3.943175653918917223e-01,-5.561309659105164588e-02,1.900742133564993774e-01,9.739056391291477099e-02,-2.088100648749571242e-01,-1.654354123236505547e-01,-1.031213118747704993e-01,-2.633739668046493065e-01,-3.774129164780855583e-01,7.175239414183175179e-02,1.636150542184981044e-02,4.727612514846657454e-02,8.639848131319089602e-03,5.220195992903931340e-03,8.765256777837140967e-03,1.153534943843590940e-02,2.769588931267964998e-03,3.183431652809567275e-03,4.455865850275847820e-03,1.330262770837642439e-02,2.719378638713339930e-02,2.881803436612926858e-02,3.879627754152482899e-02,2.772342025776927590e-03,1.590777738809621977e-01,2.427268337169998305e-02,1.615231290230896219e-02,4.062543755258051226e-01,5.121086963949944559e-03,9.086012601796236710e-02,1.489702363692880782e+00,5.172292508018704327e-01,4.084082906249479339e-01,3.208329302860999932e-01,4.267215932208804352e-01,3.524588579388469034e-01,2.729922550592938646e-01,1.885294811389322811e-01,1.973254389864539937e-01,1.690825630988934680e-01,3.188263057144237744e-01,3.349671304061305754e-01,3.567940949164560838e-01,5.309511246231689990e-02,2.511680378034987504e-02,2.627528471147008368e-02,8.544690410510171613e-03,3.178466902539089055e-03,9.834873896711714483e-03,1.114377229363187373e-02,4.086811706061003156e-03,3.866794387454621992e-03,5.960366017776882325e-03,1.851453861788680474e-02,4.074252092638630529e-02,1.042625252532151589e-02
1.509386733416770987e-01,6.034002369716694007e-03,3.144461747066608304e+00,2.075453731356545206e-01,1.667210118023617904e-01,1.398028655085766569e+00,9.022146818342088523e-03,2.272500000000000075e-01,-2.515289018552062572e+01,8.097660889658107042e-01,-6.469991117005507997e-01,7.147537332054589021e-02,-7.075592982072023696e-02,3.082021111828424711e-02,4.198027256286478992e-01,-1.347131790352140701e-01,-7.305477558705715524e-02,5.310030958426188719e-02,-1.045834806914562876e-01,9.187042646924467593e-02,1.493615541573574956e-01,1.087111623475496558e-02,2.180032216985488755e-03,1.333985493168577709e-02,1.763923579523403104e-02,6.105170921564954598e-03,7.167204163096149369e-03,8.214047137231722875e-03,1.150019791386625197e-02,3.005278816290463811e-02,9.198804623596493549e-03,5.930585394452327075e-03,4.962942521364590090e-03,1.235672155360578728e-02,4.125684985035173169e-02,3.504621791919755331e-03,1.350540574898475288e-01,2.404006976156908976e-02,1.612574327876532473e-02,2.867938096786835089e-01,3.658930202561215105e-03,7.388716058964507616e-02,1.166561831441760955e+00,7.205612176579959671e-01,6.527824436713060008e-01,3.471695043524856139e-01,1.751362900730697170e-01,2.643145841985330979e-01,2.617761398896181757e-01,1.529321648215782870e-01,1.949894287993655939e-01,2.171897540459614140e-01,1.371747968710158583e-01,1.785119305289088742e-01,2.015118039511879233e-01,1.265039933559581643e-02,1.998050818429096109e-03,1.096248144450524473e-02,1.255459331084744432e-02,5.673545599891281939e-03,6.208141104335143309e-03,8.921632049025702421e-03,1.914337455373633229e-02,2.380039783550772295e-02,1.043304290872917178e-02,4.719883350771387001e-03,3.265670009280104060e-03,5.079512762026830094e-03
9.987484355444305184e-02,3.619348252396196487e-03,3.165592288987762348e+00,1.905949728145611977e-01,1.807069914122894638e-01,9.620728892334682314e-01,8.345318659869642441e-03,1.549999999999999711e-01,-2.610053209213642234e+01,1.626384352145105350e+00,-6.281513194391733501e-01,-1.987144788111392113e-01,-6.259526011372829046e-02,1.993705528222280976e-01,4.299870587101078390e-01,-1.961827713920327176e-01,-7.390324756656058147e-02,4.824704212084369309e-02,-4.010715964183923787e-02,3.417445191748948868e-02,1.489413055511468187e-01,3.764260674544632566e-03,1.394210234308153069e-03,1.080576245768283435e-02,2.443119403421949165e-02,2.178406228183399351e-02,3.510138820404865891e-03,1.058899937338146809e-02,4.579690925561686297e-03,4.946188659753465722e-02,1.373731711750770038e-02,2.183666151817440990e-02,2.001012734511963334e-03,2.071673741965574661e-02,1.987427608638719229e-02,3.170085433047529697e-03,1.020283373769026170e-01,1.663502682621791420e-02,1.339251679362002227e-02,3.271146203408384912e-01,3.086433386753778714e-03,3.851947559352281863e-02,1.395136138693847894e+00,6.440915750261816397e-01,3.535006425824006038e-01,2.549737394352161179e-01,2.289236511773834748e-01,2.238238239704496979e-01,1.887839753631951611e-01,2.368715954881722707e-01,2.002166213510341020e-01,1.635674279207172677e-01,2.031889747968426141e-01,1.455732245603243713e-01,1.433048510444084600e-01,2.648869803079280903e-03,9.104852139347834571e-04,6.194027380344620769e-03,2.539055318167720773e-02,2.397185765140241037e-02,1.997852246656348172e-03,8.048258047038616900e-03,5.888345973533178242e-03,3.842558759901389120e-02,9.957073072771355227e-03,2.862717496093075686e-02,8.754458111969242807e-04,7.446941922976582640e-03
1.168961201501877295e-01,6.812671342789103704e-03,3.134191411753028955e+00,1.982068421688858717e-01,1.847646181855557845e-01,1.013086552968980092e+00,9.192100356558079860e-03,1.954999999999999793e-01,-2.600270768774206687e+01,1.545216933864683728e+00,-8.050981015447815636e-01,-1.427590180526601971e-01,-8.155577401691285755e-02,3.526823688846856264e-01,2.613144981814390921e-01,-7.183040580285413035e-02,-2.206166065843460644e-01,-1.808458312517122191e-01,6.735773276428899670e-02,1.287342876300139882e-01,5.211227664895149575e-02,9.238770460885054395e-03,2.093019846699334559e-03,1.784811662764358015e-02,1.767619447250033324e-02,1.719856118578218934e-02,1.349270461190999783e-02,1.591988248739586650e-02,1.016740227245726061e-02,2.563634120060174701e-02,9.191677978836746560e-03,1.576821672978058475e-02,3.314543300804783516e-03,1.630948327503780465e-02,4.242120442245057160e-02,8.322877699024110523e-03,1.487158269470100214e-01,3.214580681022806419e-02,2.920720187745546453e-02,2.982995893034871560e-01,3.887189359169367087e-03,1.114327151244193653e-01,1.823833143235069620e+00,5.855110494736718296e-01,7.200640895930389140e-01,2.609341828372370165e-01,3.931111474921887838e-01,3.204416557448702130e-01,2.247771927760739141e-01,2.435623219621570468e-01,2.263130340081032643e-01,1.631095343492454941e-01,1.973915022937738906e-01,3.006368593835498371e-01,2.592258922033207624e-01,9.673044573545785951e-03,1.488831023181601092e-03,1.627782093945013067e-02,1.674733989495966885e-02,1.902391313725011399e-02,1.788512518088064204e-02,1.084273735095363927e-02,1.522193358964018563e-02,4.165846505141931194e-02,6.220607076426111492e-03,1.100812925001803770e-02,6.113168086883195504e-03,8.504073199034352382e-03
1.112640801001251595e-01,1.923579376521449892e-04,3.228250318341930658e+00,2.086853512359288509e-01,2.062140554039374740e-01,1.170021188583933114e+00,3.565357624793107777e-03,1.712500000000000133e-01,-2.889730610858621773e+01,1.637519217332081611e+00,-3.548309560631245918e-01,2.812188300076513547e-01,1.858424714381564924e-01,1.100070436997373502e-01,-1.165863526790320570e-01,5.979625180933752226e-02,-1.540034831715229868e-02,8.712468431776823619e-02,5.018574156405582881e-02,7.240501435033816491e-02,1.222197208774384036e-01,8.319222105605731873e-03,3.705268565705670085e-03,5.648977912045934080e-02,1.749537341043611721e-02,9.501479213931287790e-03,6.668384014495916043e-03,5.880011756134347761e-02,2.681867371750002414e-03,6.263674639720499988e-03,4.855227028422162347e-03,2.235534167208865289e-02,4.663113985289823668e-03,2.010703712358426903e-02,9.272563925903106949e-03,3.669484821908151873e-05,5.856870711045960437e-02,8.136587572175396285e-03,4.358696466923901031e-03,1.408446515942918809e-01,1.445884821734377086e-03,2.361805453461397752e-02,2.936429236955379052e-01,1.843913829749500854e-01,1.837724397762147688e-01,1.772378465156705662e-01,1.592075646702032776e-01,2.682145906742087194e-01,1.334883515253285635e-01,1.841709053499149817e-01,1.892908245425886649e-01,1.727239039227191075e-01,1.361117327368361607e-01,1.094581393345393505e-01,2.194209173918325040e-01,3.532419405381959955e-03,2.964848820629567734e-03,1.226945876065841864e-02,7.379982564785332426e-03,5.297598578965503728e-03,3.528208526633278778e-03,1.635712440804288487e-02,1.943028770833718109e-03,5.839019334388642624e-03,1.944834935135362477e-03,1.068006860262382327e-02,3.487875080673121485e-03,4.093810792497226507e-03
1.106382978723404326e-01,2.135320637315795311e-04,3.151686974307512656e+00,2.066712442207818690e-01,2.037644799795816919e-01,1.275493736210794316e+00,2.899050797737002128e-03,1.867499999999999993e-01,-2.860464875369477866e+01,1.623603906316971601e+00,-2.821637467947857303e-01,4.545402838766784415e-01,1.269015052107528296e-01,1.459127241177775591e-01,-3.348030222338202640e-03,5.264761387847839702e-02,8.043006515470744328e-03,-1.258456474183714813e-01,-8.416408834756519686e-02,4.608524560760836331e-02,1.369982971169200758e-01,1.112531585404917533e-02,4.889379127216373841e-03,4.615685522382871608e-02,1.992999796586049019e-02,1.170570996287906111e-02,8.056584172533194643e-03,6.193787406122012312e-02,1.488244461501431149e-03,5.160298022030789314e-03,7.168669011788341046e-03,2.032480429427318408e-02,4.916659074281476242e-03,1.894054166382160703e-02,9.200488585476399722e-03,2.686852317368079046e-05,1.248583778731783278e-01,7.212258280163175682e-03,4.376742008307609247e-03,1.217763732697454554e-01,1.017808337315219414e-03,2.012616456257872860e-02,2.122192538189125177e-01,2.009199764845728819e-01,1.657673511155954849e-01,1.491572914872741074e-01,1.325200581932317045e-01,1.306737062035933372e-01,1.269639168703758092e-01,1.413241801713373269e-01,2.154550575047576022e-01,1.422980841625211823e-01,1.068592430248613695e-01,6.688652284648098634e-02,1.487347149331289531e-01,6.211221051974470143e-03,4.788642179043608137e-03,1.389666690068491230e-02,5.825406486499217634e-03,9.043438805821877105e-03,6.993306073601895760e-03,1.258497382223161369e-02,6.920835121625607553e-04,1.722141868246562704e-03,3.841952392626071019e-03,3.589060122696835584e-03,6.473817433447622179e-03,3.191793143712263071e-03
