23,0,2
48,0,2
53,0,3
78,0,6
87,0,7
133,0,2
152,0,8
164,0,16
186,0,2
280,0,2
293,0,2
329,0,5
357,0,2
493,0,2
497,0,6
509,0,2
593,0,6
607,0,2
616,0,2
630,0,3
661,0,4
668,0,2
704,0,2
725,0,9
736,0,2
743,0,4
764,0,3
781,0,3
829,0,8
841,0,2
847,0,2
885,0,3
