33,0,2
288,0,4
384,0,4
409,0,8
508,0,2
655,0,3
660,0,2
682,0,2
732,0,2
736,0,2
861,0,6
1025,0,2
1059,0,3
1101,0,4
1143,0,2
1173,0,4
1215,0,3
1228,0,2
1234,0,2
1278,0,2
1338,0,2
1358,0,2
1377,0,2
1449,0,2
1493,0,2
1526,0,2
1547,0,2
1557,0,2
1755,0,2
1788,0,2
1792,0,5
1838,0,2
2059,0,2
2086,0,2
2244,0,2
2255,0,5
2284,0,18
2335,0,2
2341,0,2
2565,0,2
2573,0,5
2609,0,4
2641,0,2
2827,0,2
2948,0,4
2969,0,2
2992,0,2
3003,0,4
3016,0,2
3075,0,2
3081,0,2
3144,0,3
3181,0,3
3189,0,2
3195,0,3
3201,0,2
3217,0,2
3243,0,2
3265,0,5
3272,0,3
3279,0,2
3393,0,5
3402,0,9
3415,0,2
3419,0,7
3453,0,2
3469,0,4
3480,0,4
3559,0,3
