72,0,4
116,0,2
121,0,5
130,0,5
177,0,4
183,0,2
190,0,2
196,0,7
247,0,14
265,0,11
303,0,2
307,0,5
317,0,14
333,0,4
344,0,6
352,0,5
851,0,2
1232,0,2
1333,0,3
1436,0,2
1531,0,3
1543,0,2
1651,0,2
1666,0,9
1783,0,4
1832,0,4
1842,0,7
1879,0,6
1892,0,5
1902,0,4
1914,0,9
1925,0,5
1932,0,11
2604,0,3
2647,0,2
2655,0,4
2661,0,3
2669,0,2
2675,0,8
2701,0,3
2709,0,4
2716,0,6
2740,0,5
2749,0,2
2770,0,2
2787,0,2
2800,0,3
2809,0,4
2817,0,4
2824,0,6
2832,0,5
2839,0,9
2850,0,2
2857,0,3
2862,0,6
2870,0,2
2889,0,6
2955,0,2
2961,0,3
2967,0,6
2984,0,2
2992,0,7
3205,0,5
3212,0,5
3222,0,2
3228,0,2
3232,0,2
3240,0,3
3297,0,2
3330,0,2
3353,0,6
3405,0,2
3583,0,1
