13,1,8
27,1,5
38,1,5
46,1,2
60,1,2
96,1,4
112,1,4
125,1,2
130,1,7
152,1,3
160,1,11
175,1,3
183,1,4
192,1,8
202,1,19
226,1,2
231,1,3
263,1,2
268,1,2
279,1,3
291,1,2
318,1,2
351,1,2
364,1,2
416,1,6
464,1,3
477,1,2
481,1,6
502,1,4
510,1,4
525,1,7
544,1,6
553,1,2
565,1,6
575,1,13
629,1,2
652,1,6
672,1,2
676,1,9
691,1,3
696,1,2
708,1,11
727,1,2
745,1,2
759,1,6
770,1,2
783,1,5
792,1,2
804,1,6
839,1,3
866,1,2
872,1,3
881,1,7
894,1,4
904,1,8
926,1,4
935,1,11
950,1,2
955,1,2
959,1,6
971,1,4
1003,1,2
1027,1,9
1040,1,2
1070,1,6
1081,1,2
1102,1,22
1150,1,2
1160,1,2
1175,1,3
1191,1,2
1202,1,5
1211,1,12
1229,1,2
1244,1,7
1256,1,6
1265,1,2
1272,1,22
1314,1,2
1322,1,5
1356,1,7
1419,1,8
1442,1,2
1479,1,8
1490,1,13
1507,1,10
1519,1,7
1528,1,2
1534,1,6
1542,1,7
1559,1,6
1570,1,3
1588,1,8
1614,1,9
1636,1,8
1650,1,16
1668,1,4
1678,1,13
1713,1,3
1721,1,9
1735,1,2
1765,1,5
1785,1,7
1822,1,3
1828,1,10
1844,1,6
1890,1,5
1903,1,4
1914,1,8
1924,1,2
1936,1,4
1962,1,43
2007,1,21
2030,1,12
2057,1,2
2095,1,2
2108,1,2
2112,1,5
2133,1,2
2141,1,6
2149,1,4
2209,1,2
2221,1,4
2227,1,5
2284,1,5
2292,1,2
2296,1,3
2307,1,2
2337,1,2
2354,1,2
2380,1,2
2412,1,5
2425,1,5
2438,1,2
2452,1,2
2460,1,5
2468,1,20
2498,1,9
2512,1,2
2523,1,55
2589,1,3
2596,1,3
